name,brand,category,aisle,price,image_url,description,on_offer,discount_percent,stock,is_sponsored,tags
Heinz Bakery Item 60,Heinz,Bakery,7,2.31,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Heinz.,False,0.0,25,False,"low sugar, organic"
Campbell's Snacks Item 61,Campbell's,Snacks,5,6.25,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Campbell's.,False,0.0,48,False,"gluten-free, vegan"
Colgate Pet Food Item 62,Colgate,Pet Food,12,3.72,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Colgate.,False,0.0,32,True,"heart healthy, vegan, organic"
Barilla Cleaning Item 63,Barilla,Cleaning,10,10.99,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Barilla.,False,0.0,6,False,vegan
Campbell's Pet Food Item 64,Campbell's,Pet Food,12,5.67,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Campbell's.,False,0.0,7,False,"vegan, organic, low fat"
Quaker Snacks Item 65,Quaker,Snacks,5,1.82,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Quaker.,False,0.0,6,False,"vegan, low fat"
Kellogg's Condiments Item 66,Kellogg's,Condiments,3,4.88,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Kellogg's.,False,0.0,39,False,"heart healthy, gluten-free, vegan"
Great Value Beverages Item 67,Great Value,Beverages,4,24.53,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Great Value.,False,0.0,46,True,low fat
Quaker Vegetables Item 68,Quaker,Vegetables,1,12.4,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Quaker.,False,0.0,19,False,"low sugar, gluten-free"
Barilla Pasta Item 69,Barilla,Pasta,6,8.01,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Barilla.,False,0.0,37,False,gluten-free
Kellogg's Beverages Item 70,Kellogg's,Beverages,4,21.79,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Kellogg's.,True,11.1,12,False,"non-GMO, vegan, heart healthy"
Heinz Toiletries Item 71,Heinz,Toiletries,11,15.09,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Heinz.,False,0.0,11,False,"low sugar, heart healthy"
Dove Cereal Item 72,Dove,Cereal,3,1.67,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Dove.,False,0.0,40,False,vegan
General Mills Pet Food Item 73,General Mills,Pet Food,12,14.04,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from General Mills.,False,0.0,47,False,"gluten-free, low fat"
Colgate Beverages Item 74,Colgate,Beverages,4,10.25,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Colgate.,False,0.0,0,False,"low sugar, heart healthy"
Great Value Dairy Item 75,Great Value,Dairy,2,8.34,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Great Value.,False,0.0,37,False,"heart healthy, vegan"
Campbell's Snacks Item 76,Campbell's,Snacks,5,19.33,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Campbell's.,True,14.3,5,False,low fat
Great Value Pet Food Item 77,Great Value,Pet Food,12,24.23,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Great Value.,False,0.0,40,False,"low sugar, heart healthy"
Quaker Condiments Item 78,Quaker,Condiments,3,20.57,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Quaker.,True,25.9,23,False,"high protein, low sugar"
Quaker Frozen Item 79,Quaker,Frozen,8,18.97,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Quaker.,False,0.0,4,False,"vegan, heart healthy"
Great Value Cereal Item 80,Great Value,Cereal,3,9.44,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Great Value.,True,5.8,37,False,"gluten-free, organic"
Barilla Frozen Item 81,Barilla,Frozen,8,6.53,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Barilla.,False,0.0,33,False,non-GMO
Great Value Bakery Item 82,Great Value,Bakery,7,13.07,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Great Value.,True,29.7,43,True,"vegan, organic"
Colgate Dairy Item 83,Colgate,Dairy,2,9.68,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Colgate.,False,0.0,17,True,"vegan, low sugar, heart healthy"
Heinz Cleaning Item 84,Heinz,Cleaning,10,6.16,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Heinz.,True,22.7,26,False,non-GMO
Great Value Cereal Item 85,Great Value,Cereal,3,14.51,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Great Value.,False,0.0,9,False,non-GMO
Nestle Vegetables Item 86,Nestle,Vegetables,1,24.04,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Nestle.,False,0.0,42,False,"vegan, organic"
Barilla Fruits Item 87,Barilla,Fruits,1,15.27,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Barilla.,True,19.9,45,False,"high protein, organic"
Campbell's Condiments Item 88,Campbell's,Condiments,3,17.16,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Campbell's.,False,0.0,10,False,"heart healthy, low fat"
General Mills Pasta Item 89,General Mills,Pasta,6,14.47,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from General Mills.,False,0.0,28,False,"low fat, vegan"
Barilla Dairy Item 90,Barilla,Dairy,2,12.8,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Barilla.,True,15.5,4,False,"low sugar, vegan"
Quaker Cleaning Item 91,Quaker,Cleaning,10,13.13,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Quaker.,True,22.8,8,False,"organic, vegan"
Quaker Snacks Item 92,Quaker,Snacks,5,9.55,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Quaker.,False,0.0,48,False,"organic, heart healthy"
Dove Meat Item 93,Dove,Meat,9,18.17,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Dove.,False,0.0,25,False,"low sugar, non-GMO, organic"
Great Value Cleaning Item 94,Great Value,Cleaning,10,21.35,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Great Value.,False,0.0,39,False,"vegan, low fat"
Campbell's Meat Item 95,Campbell's,Meat,9,15.88,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Campbell's.,False,0.0,37,False,non-GMO
General Mills Meat Item 96,General Mills,Meat,9,22.67,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from General Mills.,True,14.3,23,True,"low fat, high protein, vegan"
Kellogg's Frozen Item 97,Kellogg's,Frozen,8,13.87,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Kellogg's.,False,0.0,4,False,"non-GMO, high protein, heart healthy"
Great Value Beverages Item 98,Great Value,Beverages,4,3.95,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Great Value.,False,0.0,37,False,"organic, high protein"
General Mills Pasta Item 99,General Mills,Pasta,6,21.23,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from General Mills.,False,0.0,46,False,"high protein, low fat"
Barilla Bakery Item 100,Barilla,Bakery,7,20.5,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Barilla.,False,0.0,20,False,"non-GMO, vegan"
Dove Cereal Item 101,Dove,Cereal,3,17.03,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Dove.,False,0.0,14,False,"vegan, gluten-free, high protein"
Heinz Cereal Item 102,Heinz,Cereal,3,19.09,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Heinz.,False,0.0,3,False,"organic, high protein, non-GMO"
General Mills Beverages Item 103,General Mills,Beverages,4,6.18,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from General Mills.,False,0.0,36,False,"vegan, low fat, high protein"
Kellogg's Condiments Item 104,Kellogg's,Condiments,3,1.67,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Kellogg's.,False,0.0,49,False,organic
Campbell's Cereal Item 105,Campbell's,Cereal,3,17.4,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Campbell's.,True,23.0,7,False,heart healthy
Great Value Vegetables Item 106,Great Value,Vegetables,1,10.41,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Great Value.,True,8.8,28,False,"high protein, heart healthy"
Great Value Bakery Item 107,Great Value,Bakery,7,17.13,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Great Value.,False,0.0,17,False,"high protein, heart healthy, low sugar"
Campbell's Toiletries Item 108,Campbell's,Toiletries,11,13.41,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,True,25.1,7,True,"organic, heart healthy, low sugar"
Nestle Cereal Item 109,Nestle,Cereal,3,20.67,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Nestle.,False,0.0,20,False,"low fat, high protein, gluten-free"
Barilla Meat Item 110,Barilla,Meat,9,6.37,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Barilla.,False,0.0,13,False,high protein
Kellogg's Dairy Item 111,Kellogg's,Dairy,2,21.61,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Kellogg's.,False,0.0,24,False,"heart healthy, non-GMO"
Quaker Pet Food Item 112,Quaker,Pet Food,12,19.6,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Quaker.,False,0.0,31,False,vegan
Campbell's Dairy Item 113,Campbell's,Dairy,2,17.53,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Campbell's.,False,0.0,5,False,"gluten-free, non-GMO, vegan"
Campbell's Toiletries Item 114,Campbell's,Toiletries,11,14.61,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,True,24.3,0,True,"high protein, gluten-free, vegan"
Nestle Pasta Item 115,Nestle,Pasta,6,11.88,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Nestle.,True,24.3,14,False,high protein
Campbell's Condiments Item 116,Campbell's,Condiments,3,7.45,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Campbell's.,False,0.0,45,False,low sugar
Barilla Frozen Item 117,Barilla,Frozen,8,17.18,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Barilla.,False,0.0,18,False,"gluten-free, low sugar, low fat"
Barilla Frozen Item 118,Barilla,Frozen,8,14.24,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Barilla.,True,5.5,44,False,"vegan, low sugar, non-GMO"
Dove Cleaning Item 119,Dove,Cleaning,10,10.78,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Dove.,False,0.0,1,False,"heart healthy, high protein, organic"
General Mills Bakery Item 120,General Mills,Bakery,7,16.9,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from General Mills.,False,0.0,49,False,low sugar
Kellogg's Vegetables Item 121,Kellogg's,Vegetables,1,8.69,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Kellogg's.,False,0.0,16,False,"non-GMO, high protein, heart healthy"
Nestle Cleaning Item 122,Nestle,Cleaning,10,14.69,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Nestle.,False,0.0,21,False,"heart healthy, gluten-free, non-GMO"
Barilla Vegetables Item 123,Barilla,Vegetables,1,9.24,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Barilla.,False,0.0,8,False,"low fat, organic, non-GMO"
Dove Cereal Item 124,Dove,Cereal,3,11.56,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Dove.,False,0.0,49,False,"low fat, organic"
Campbell's Bakery Item 125,Campbell's,Bakery,7,12.04,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Campbell's.,True,12.2,31,False,"heart healthy, low fat, vegan"
Great Value Dairy Item 126,Great Value,Dairy,2,3.39,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Great Value.,False,0.0,34,False,high protein
Nestle Cleaning Item 127,Nestle,Cleaning,10,17.58,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Nestle.,False,0.0,27,False,"high protein, non-GMO"
Campbell's Toiletries Item 128,Campbell's,Toiletries,11,20.73,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,False,0.0,43,False,heart healthy
Great Value Dairy Item 129,Great Value,Dairy,2,19.98,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Great Value.,False,0.0,29,False,"non-GMO, gluten-free"
Barilla Pasta Item 130,Barilla,Pasta,6,14.36,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Barilla.,False,0.0,23,False,organic
Dove Dairy Item 131,Dove,Dairy,2,15.98,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Dove.,True,17.7,47,True,"heart healthy, gluten-free, low fat"
Dove Toiletries Item 132,Dove,Toiletries,11,14.63,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Dove.,False,0.0,39,False,"organic, low fat, high protein"
Colgate Snacks Item 133,Colgate,Snacks,5,16.63,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Colgate.,True,12.8,39,False,"gluten-free, vegan, high protein"
General Mills Cereal Item 134,General Mills,Cereal,3,23.04,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from General Mills.,False,0.0,2,False,"low fat, non-GMO"
Nestle Snacks Item 135,Nestle,Snacks,5,4.23,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Nestle.,False,0.0,47,False,high protein
Great Value Vegetables Item 136,Great Value,Vegetables,1,17.27,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Great Value.,False,0.0,1,False,"low sugar, gluten-free, vegan"
General Mills Cereal Item 137,General Mills,Cereal,3,19.98,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from General Mills.,False,0.0,23,False,non-GMO
Quaker Pet Food Item 138,Quaker,Pet Food,12,11.12,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Quaker.,True,6.7,46,False,vegan
Barilla Cleaning Item 139,Barilla,Cleaning,10,16.74,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Barilla.,False,0.0,45,False,"organic, non-GMO"
Colgate Bakery Item 140,Colgate,Bakery,7,18.64,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Colgate.,True,18.5,10,False,"non-GMO, gluten-free, low sugar"
General Mills Cleaning Item 141,General Mills,Cleaning,10,7.51,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from General Mills.,False,0.0,34,False,"organic, low sugar"
Heinz Vegetables Item 142,Heinz,Vegetables,1,19.1,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Heinz.,False,0.0,45,False,"vegan, low sugar, organic"
Dove Pasta Item 143,Dove,Pasta,6,18.4,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Dove.,False,0.0,49,False,"heart healthy, high protein"
Barilla Pet Food Item 144,Barilla,Pet Food,12,5.89,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Barilla.,True,8.6,5,False,non-GMO
Heinz Vegetables Item 145,Heinz,Vegetables,1,14.71,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Heinz.,False,0.0,27,False,"low sugar, non-GMO"
Colgate Toiletries Item 146,Colgate,Toiletries,11,14.8,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Colgate.,False,0.0,9,False,"low fat, organic"
